Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
14,9,Male,White,3,SomeCollege,Public,City,75.60671678162385,73.39539736492254,78.43954077717393,2.7836957696085367,0.8839693934263557,1.0931017679451442,1,0,0,1,1,1,3
16,11,Female,Hispanic,1,HS,Public,City,73.98749440328527,69.90574997575948,61.27867526208457,2.379972743533277,0.8704884700587514,0.9262582143267504,1,0,0,0,0,4,3
16,11,Male,White,4,SomeCollege,Public,Town,78.86428418595274,71.28110398938648,75.78027710876108,3.1212353028396502,0.8946217110493252,1.7191138655895442,1,0,0,1,0,4,3
16,11,Male,White,1,<HS,Public,Suburban,95.25768652081902,91.08941741809312,96.81765398683436,4.0,0.9889703522818574,1.4733252125381968,0,0,0,0,0,4,4
17,12,Female,Black,3,<HS,Public,Rural,72.72422863955742,59.0470850614918,63.00851287949433,2.4475007615365607,0.8869042347398225,0.9479762479104276,1,0,0,0,0,2,1
15,10,Male,Other,3,Bachelors+,Public,City,87.62856495790925,87.63911243835167,62.96113578957494,2.6355396896093795,0.9268630608721524,1.67733364405731,1,1,1,0,0,3,2
17,12,Female,Hispanic,4,HS,Public,Town,67.0940988792224,75.09505303973883,79.45888155198962,2.9513776940441687,0.9006020988317455,0.8243588310627992,1,1,0,1,0,3,2
17,12,Male,Asian,1,<HS,Public,City,69.50731578233955,84.75914953728439,64.55677170753302,2.7018609390648334,0.9004986127179354,0.9581166062820774,1,0,1,0,0,4,4
17,12,Male,Black,2,SomeCollege,Public,Rural,60.98721981416111,50.00131952426909,59.569524098511366,1.802127907301394,0.8189356974737545,0.0,0,1,0,1,1,4,2
16,11,Female,Black,2,SomeCollege,Public,Town,66.37643473075471,71.19020043825624,73.79855784763491,2.5857004803301917,0.8659827489879528,0.9023237504898184,1,1,0,1,0,3,2
14,9,Female,White,2,SomeCollege,Public,Rural,87.26867310251522,92.40041340688504,86.15350565749618,3.8415682982002446,0.9660213802301328,1.5509700875413697,1,0,0,0,0,4,1
16,11,Male,Black,1,HS,Public,Rural,57.03391926454371,51.67825351649191,60.87351815863816,2.0419606242554766,0.7834024258783154,0.7226950667278723,1,0,1,0,0,3,1
15,10,Female,White,1,HS,Public,City,78.95287496296726,69.36433831290839,82.99991232625597,2.781420694603736,0.8922562058793969,1.201126516482234,1,0,0,1,0,4,1
14,9,Male,Hispanic,2,SomeCollege,Public,Rural,78.95564820202858,76.33717394106917,69.41080210611219,3.464904267377847,0.8747698071390815,0.7047386816908399,1,0,0,1,0,3,3
16,11,Female,Asian,4,Bachelors+,Public,Suburban,69.57212940597951,76.75094771780377,69.3639372471415,3.133068064332354,0.900798854746578,0.5636417545803827,1,0,0,1,0,3,3
18,12,Male,White,4,Bachelors+,Public,Suburban,84.0010396290851,84.71248161689881,85.86797826547712,3.482490124595767,0.9308462628237828,0.7110955583823323,1,0,0,1,1,3,3
18,12,Male,Asian,3,SomeCollege,Public,Suburban,86.01544221262361,85.2900206679531,81.37421623019651,3.696554597704583,0.9252951555168206,1.2085330520179924,1,0,0,0,0,2,3
17,12,Male,Black,4,<HS,Public,City,66.80154991291235,62.45420975814248,65.60899237432916,2.98575022818072,0.8985294087726884,0.5234461108564312,1,0,0,0,0,4,1
14,9,Female,Black,3,HS,Public,Rural,67.61097923462768,68.93385205006575,70.40342962032338,2.5720828490549192,0.8702679463215153,0.8963811986971151,1,1,1,0,0,4,1
17,12,Female,White,4,SomeCollege,Public,Rural,69.51110713635988,59.22985115031655,70.75507001566683,2.279047227016507,0.8501353290988586,1.0932946714635832,1,0,0,0,1,4,3
14,9,Male,White,1,<HS,Public,Rural,61.65968776136957,56.66364188042232,51.40573539008253,2.7880842889617385,0.7864786960369392,0.4320176346528011,1,0,0,0,0,2,3
16,11,Female,Black,4,Bachelors+,Public,Town,93.0628205956804,72.40639001775673,88.25397585284328,4.0,0.9299610490827418,0.8007571510802685,1,1,0,0,0,4,3
14,9,Female,White,1,<HS,Public,City,71.25612508596738,81.54787459126167,83.68531959324204,2.886992146219064,0.8993536658808753,0.9227235739141186,1,1,0,0,0,3,3
15,10,Female,Hispanic,4,HS,Public,Suburban,85.00275214936453,91.46120390459193,85.73721005263437,3.7917370146830502,0.9717003606576998,1.37692750346784,1,1,1,1,0,3,1
18,12,Male,White,2,Bachelors+,Public,Town,70.91481737014388,72.95976636649888,74.21601626271942,2.9246559701499617,0.8858391852275289,1.1874422537882006,0,1,1,0,0,2,3
17,12,Female,Asian,1,HS,Public,City,67.85608037707993,71.89275711541626,66.92223274769104,3.145581464823826,0.8674585146809278,1.096634603934087,0,0,1,1,0,3,3
18,12,Male,Hispanic,1,<HS,Private,City,83.10249836069087,75.46764239542249,74.5723350745001,3.2874097478257034,0.91137577077861,1.031100248123083,0,1,0,0,0,3,1
18,12,Male,White,2,SomeCollege,Public,Rural,54.02553066738823,72.20750100185865,62.31398478881551,2.529477843904204,0.852447076263422,0.9452359988654916,0,1,0,1,0,2,3
15,10,Male,White,2,<HS,Public,Suburban,76.51203223160883,79.92735393298008,74.17619722787506,3.1810856750233065,0.9093544086809128,0.7143660646825486,1,0,0,0,0,2,2
16,11,Female,Asian,4,Bachelors+,Private,Town,85.6636737056533,86.23658049923341,79.2779872954285,3.4393085296609063,0.928262995912387,0.8434232468370568,1,1,0,1,0,2,4
15,10,Female,Other,2,SomeCollege,Private,Suburban,62.99432237385117,68.64252752023972,63.486263077934105,2.4941493939143915,0.833506364495172,0.935751598322617,0,1,1,0,0,4,3
17,12,Male,Black,1,HS,Public,Suburban,77.1519788623931,76.91358185671035,75.93893146402763,2.924841703352257,0.9203202511589826,1.083596667514792,1,1,0,0,0,4,2
15,10,Female,White,2,HS,Public,Town,69.98781380862663,85.1060468437183,67.52537381220546,2.475014965376122,0.8877509129715045,0.9691593790667666,1,0,0,0,0,2,1
15,10,Female,White,2,SomeCollege,Private,Suburban,76.33957158979456,68.4410006326042,71.76690366773292,3.4413131163976125,0.8865598258828447,1.023996798794662,1,0,0,1,1,2,1
14,9,Female,Hispanic,4,HS,Public,Rural,55.70950268002083,59.13877869132554,63.28201359830065,2.2140176858680283,0.7793908717693784,0.7316118617703212,1,1,0,1,0,2,2
17,12,Female,White,1,HS,Public,Rural,88.52805817226702,84.39006483595868,85.78995156282558,3.022516783462996,0.9766846415258724,1.5901473430174486,0,0,0,0,1,3,2
16,11,Female,Two-or-more,3,SomeCollege,Public,Rural,56.24266731987232,57.76776101922631,60.6287204440755,2.642607178776051,0.8353568268946734,0.6465414227405248,1,0,1,0,0,3,2
16,11,Female,White,3,HS,Public,Rural,82.41218292854836,82.10737473237285,84.84059738682255,3.909111007576196,0.9354679472287304,0.8528030740502377,1,1,0,1,0,3,1
17,12,Female,Hispanic,3,HS,Public,Town,79.42624309278128,77.95468751397866,82.19567535935413,2.9591723752737984,0.9033924409361584,1.469262369613255,1,0,0,0,0,3,2
17,12,Male,Two-or-more,2,<HS,Public,Suburban,68.55842356204175,58.28523493201197,77.53372369501375,2.505657124623365,0.8851907781103175,1.089666184109398,1,1,1,0,1,3,2
17,12,Male,Hispanic,3,SomeCollege,Public,City,83.33906069712397,83.27880387303877,92.73159503647447,3.743656760894814,0.9672889967183071,0.9073964197011916,1,1,1,1,0,3,2
15,10,Male,Hispanic,4,HS,Public,Town,81.13618783635347,75.92011197206472,81.58789209368345,3.222676897080111,0.9258913766388772,1.1862184786214265,1,0,0,0,0,3,2
18,12,Male,Hispanic,3,HS,Private,Suburban,63.135724604188525,56.88912181933512,71.70933871376893,1.8880591709592616,0.8276702338208793,1.0449316896870462,1,1,0,0,1,2,2
17,12,Male,White,2,SomeCollege,Public,Rural,80.96334715242668,69.17179748468588,87.12719978060589,2.878212480835655,0.913225010429325,0.960532663970934,1,1,0,0,0,3,1
18,12,Female,White,3,SomeCollege,Public,City,79.92962772595311,79.67071151005125,79.86196444271766,2.5427170471611524,0.9016098940397814,1.1065437816809809,1,0,0,1,1,4,4
18,12,Male,White,2,HS,Public,Suburban,77.43575581099547,60.89628868228853,62.97152038617384,2.894855134161324,0.8788092364428165,0.7041152380771466,1,0,0,0,0,1,3
16,11,Male,White,4,SomeCollege,Private,Rural,56.56208112567526,56.89711349363248,70.2259655638052,2.496275994134441,0.8222147668451629,0.6312748459881135,1,0,1,1,1,2,4
14,9,Male,White,3,SomeCollege,Public,City,69.89346380400649,79.15184445813846,76.75883120129342,2.763923507329063,0.8944186083036412,1.3106338230216248,0,0,0,0,0,2,1
17,12,Male,White,2,HS,Public,Rural,70.58386436877298,78.6176958300525,79.23402407846108,2.418126503710469,0.909619792838934,0.8995994441103317,1,0,1,0,0,4,2
15,10,Male,White,2,Bachelors+,Public,City,83.94095500916198,86.1856469309206,86.38304979450137,3.8121511819259664,0.9568956402477948,1.3375584944083851,1,0,0,1,1,3,1
15,10,Male,White,1,HS,Public,Suburban,63.76627988517214,75.90574016116484,63.12385175889236,3.2139575623958136,0.8708028317304226,0.9163239424470536,0,1,0,0,0,3,2
15,10,Female,White,3,SomeCollege,Public,Suburban,93.24512659058637,78.42839090200805,71.7127656677097,3.331112281408192,0.9332121419300878,1.4815267680908295,1,1,0,0,1,2,3
17,12,Female,White,4,Bachelors+,Private,Rural,87.2964081652808,80.46930993179913,83.8069419374052,3.5107425745831216,0.9172783553112276,1.130647282231017,1,1,0,0,1,3,4
17,12,Male,Hispanic,1,HS,Public,Suburban,72.15232481271595,69.72301860994601,66.09244370512201,2.6701396108974813,0.8440246371429209,1.095023122666111,1,0,0,0,0,1,2
15,10,Male,White,4,SomeCollege,Public,Suburban,78.81845753134274,83.58633758882091,78.49344938490758,3.070360222407068,0.9167162042910332,1.464737485231944,1,1,0,1,0,3,2
18,12,Male,White,3,HS,Public,Town,84.34136917183298,80.91070170301627,82.90332959045963,2.963538242806313,0.9609074498449856,1.170959862279248,1,1,0,0,1,3,1
15,10,Female,Hispanic,3,SomeCollege,Public,Rural,69.41984535209475,74.29193977230258,75.61451772693185,2.953349017915308,0.9073446658211032,1.159004028136632,1,1,0,1,0,3,3
14,9,Female,Hispanic,4,SomeCollege,Public,City,86.73302357747782,89.01891050175915,77.17223856584125,2.867144614290761,0.941379068728042,1.72252131562777,1,0,0,0,0,4,2
17,12,Female,White,4,Bachelors+,Public,City,88.68396445084399,85.83009239091375,79.69281849886778,3.3155083898460243,0.9302292094522178,1.241589079549781,1,1,0,0,0,2,3
17,12,Female,Hispanic,1,SomeCollege,Public,City,70.99512770414056,65.25135234716063,78.01349189199533,3.219434395828888,0.8680796334227987,1.138409368129949,0,1,0,0,0,4,2
14,9,Male,White,2,HS,Private,City,78.38575428519316,74.56479364621487,78.9554332543077,3.402931833322741,0.8928943206019126,0.9618773514095132,0,0,0,1,0,2,3
16,11,Male,Two-or-more,4,Bachelors+,Public,Suburban,96.28973999588383,85.61020338925252,92.85419298273236,3.722767757675375,0.9593152287022426,0.871600495188056,1,0,0,1,0,3,1
14,9,Female,Black,1,HS,Public,City,68.96182444717422,68.4285402351018,76.41207898781738,3.0681835640072883,0.8588026412729152,1.0896658554553162,1,1,0,1,0,1,4
16,11,Male,Black,4,Bachelors+,Private,City,76.61975074321319,78.07889217451577,68.6567544718667,3.1704334587309524,0.906753305000781,1.05482134093445,1,1,0,0,0,2,1
15,10,Male,Hispanic,2,Bachelors+,Public,City,97.66035482149516,91.39862866971332,92.17738986339302,3.451810383021129,0.9955997685570532,1.3285642406736464,1,0,0,1,0,2,3
16,11,Male,White,4,Bachelors+,Public,Suburban,64.93778942574943,67.21470069729084,63.990965584358925,2.756810140419365,0.8919670917033697,0.7879511334796676,1,0,1,1,1,1,1
15,10,Male,White,4,SomeCollege,Public,Rural,85.38707073691182,90.93913970150692,91.63512380230137,3.130806596803507,0.984916141231568,1.0670230639165008,1,1,0,1,1,3,3
18,12,Male,White,2,<HS,Private,Suburban,74.6213320663316,74.9151230182367,74.72684512966984,3.113325421607485,0.918946715961734,0.7116939600153279,1,0,1,0,0,3,3
16,11,Male,White,3,Bachelors+,Public,Suburban,79.90951295920354,84.17730871140967,79.19954530363859,3.509412446790666,0.9410451078502328,1.099826226346766,1,0,0,0,0,2,3
18,12,Male,Black,1,HS,Public,Town,83.24443424280787,79.27906762073601,73.82201994390488,3.3144827307653526,0.9010665960608536,1.6748927479293465,1,1,1,1,0,3,1
17,12,Female,Black,2,HS,Public,City,71.69839984295669,60.78835244780795,69.23057434539496,2.99525540264033,0.833494338435609,0.4133227079836618,1,0,0,1,1,3,1
16,11,Male,Black,1,HS,Public,Rural,63.96129001862865,64.56164352715408,61.49278104641767,2.469201637627456,0.8463169850847162,0.626861364780047,1,1,0,0,0,4,3
17,12,Male,Black,2,HS,Public,Rural,62.71416723668412,62.870399876552696,72.61472656838343,2.6208923496553536,0.8828747567855149,0.5330399999802632,0,1,0,0,0,2,1
16,11,Female,Black,3,HS,Public,City,61.04525835333513,67.48239416968741,59.56025515352782,2.401183012324611,0.8027078284720033,0.8670463031294529,0,0,1,1,0,5,1
16,11,Female,White,1,HS,Private,City,97.25627421488753,92.27113967727976,97.58396648297472,3.843542595842752,1.0,1.3326868328435366,1,1,1,0,0,1,2
15,10,Female,Black,3,SomeCollege,Public,Town,73.2873453819191,68.42410307619727,68.3769958992404,2.6132221812702503,0.860752304472971,0.94464810872647,1,0,0,1,0,2,3
16,11,Female,White,4,<HS,Public,City,80.78752205314899,80.52931635728173,74.82449253520812,3.0025038037040312,0.9290532627448436,0.9529874310226244,1,1,0,0,0,3,2
17,12,Female,White,2,<HS,Public,City,89.81124081466228,80.91480575362542,81.22551115879507,3.6380732544694263,0.9419754358216936,1.3250756873916083,1,1,0,0,0,4,1
14,9,Female,Hispanic,2,HS,Public,Suburban,76.54355515140745,65.27472333524223,74.12857939937393,2.706391273581357,0.9020001103239952,0.9900030929722456,1,0,0,0,0,4,1
18,12,Female,White,4,Bachelors+,Private,Rural,81.31872087624318,81.19200223996026,77.97126014914073,3.455201565702491,0.925284492720637,0.8808275709150603,1,0,0,1,1,5,1
16,11,Male,Hispanic,4,Bachelors+,Public,City,70.25924078200991,70.68274754648195,74.78352860257647,2.4301905062455518,0.895944619920998,0.7239364621614628,1,0,0,1,0,4,1
17,12,Female,Hispanic,4,HS,Public,City,53.06548473685056,63.01675831406062,67.41268024321406,2.21572447955029,0.825265743854045,0.9598967398196012,1,1,0,0,0,3,1
17,12,Male,Hispanic,2,<HS,Public,Suburban,72.60769482678386,67.58696899114842,75.97791170226871,3.121207361196283,0.8714793775829434,1.2059376955173646,1,0,0,0,0,3,3
15,10,Female,Asian,4,Bachelors+,Public,Suburban,65.30574876365917,66.95856091943993,67.98569783043236,2.6285517769194846,0.8964118403685837,0.6025441760804617,1,0,0,0,0,3,3
15,10,Male,White,3,HS,Public,Town,51.06078687871816,60.37612541071759,59.49119557442448,1.7726019558614825,0.8159224237723857,0.5505591287459725,1,1,0,1,0,3,1
18,12,Male,White,2,HS,Public,City,65.25024899102264,59.3579413564438,72.0561742798318,2.8277603892395637,0.8753469339272548,0.8575111813109504,0,1,0,1,0,2,2
14,9,Male,Asian,4,Bachelors+,Private,Suburban,74.20843397991578,75.05530500126076,70.77185347305546,3.232045885379798,0.8874776728223716,0.4908456636106035,1,0,0,0,0,2,1
16,11,Female,White,2,<HS,Public,City,63.80268109764226,84.93471116428638,86.58850894740391,3.3757792643610705,0.8828726911325527,0.8857531035411577,1,1,0,0,0,4,1
14,9,Female,White,1,SomeCollege,Public,Suburban,74.28004086954675,79.32069161595473,80.9748098818609,2.999382478501256,0.9314182892088676,0.6893765606417088,1,1,0,1,1,3,3
16,11,Male,Hispanic,3,<HS,Public,City,72.35329854500854,79.94824374518655,78.48452315222782,3.1238157652958964,0.901624391269223,1.0206377263945403,1,1,0,1,0,3,2
15,10,Female,Hispanic,1,HS,Public,Suburban,82.50820016642,71.9378745355998,86.99761741101865,3.007103114646735,0.907517054677051,1.122481106569805,1,0,1,0,0,4,3
16,11,Female,Black,1,<HS,Public,City,80.31278126472118,79.21065827484838,74.64462518602808,2.9339857955023985,0.9076705257658292,0.8510034626356862,1,0,0,0,1,2,2
17,12,Male,White,1,HS,Public,Town,83.18048046322593,84.29460884280911,75.26839455873291,3.4648971157900217,0.9562893639746384,0.6354962076867898,0,0,0,0,0,2,5
17,12,Female,White,2,<HS,Public,City,77.56808620888519,82.2963356417413,76.092498484986,2.873488781464283,0.932271609873479,0.3294874986450015,0,0,1,0,0,4,1
14,9,Male,White,3,Bachelors+,Private,City,95.96216922535018,90.54205044828991,92.07323841827936,3.985765064026405,0.995779137801411,1.5097052403718028,1,1,0,0,0,4,3
16,11,Male,Hispanic,1,<HS,Public,City,92.99741226093036,78.90353626883041,86.5900221982358,3.450739731254742,0.951204663674186,1.02730669994382,1,0,0,0,0,5,2
16,11,Male,White,1,<HS,Public,Suburban,86.43732500765334,89.76461152020887,85.5017517964272,3.710338650938538,0.9618285723726616,1.083094245066924,0,0,0,0,0,3,2
15,10,Female,White,2,<HS,Public,Rural,66.36122754814666,73.8637871520267,74.27699027188308,2.745261727634817,0.8470612612757039,0.967454672111062,1,0,0,0,0,4,1
17,12,Female,White,2,<HS,Public,Town,87.74028874288202,84.20049857138022,86.73965852537172,3.5359367485893056,0.9755475183267844,1.1115529905510224,1,1,0,1,0,4,3
15,10,Female,White,1,HS,Public,Rural,79.97939009000092,95.01842808849156,94.64635554561004,3.697772090617845,0.978871555031158,1.63768978908316,0,0,0,0,0,4,1
16,11,Female,White,3,<HS,Public,Suburban,51.83794928579896,52.93480290130239,59.91588255609442,1.769677237836495,0.8002402779865786,0.3331972580144851,1,1,0,1,0,4,2
16,11,Female,Hispanic,2,HS,Public,Town,69.45136294684102,70.37936836605967,73.44503329282976,2.750379709565228,0.884471180134814,0.9966373529841056,1,1,0,0,1,4,1
16,11,Male,Black,4,HS,Public,Rural,78.57361182881634,71.63965148190071,66.75730858550503,2.942390209061136,0.8687997250678356,1.082655135749208,1,0,0,0,0,3,1
16,11,Male,Two-or-more,4,HS,Public,City,68.20446369800368,69.04231472427682,68.05509441577311,2.51851624564655,0.8901821244813324,0.7894183894988224,1,1,1,0,0,2,2
17,12,Male,Other,2,SomeCollege,Private,City,66.90961008663022,63.812020567881554,78.76836322158601,2.9863794047997825,0.8641705879167397,0.9028212665096846,0,0,0,1,0,4,3
15,10,Male,White,1,HS,Public,Suburban,60.50104090597926,60.26552237819877,58.52972163019517,2.3584437936907543,0.8233295229080597,0.9458655163880404,1,0,0,0,0,2,1
15,10,Female,Hispanic,1,HS,Public,Town,79.73334865421884,79.70450347893117,81.16754951236794,3.555089332483352,0.8940999527887477,0.961170553734346,1,1,0,0,0,3,2
15,10,Male,Hispanic,1,HS,Public,Rural,67.48708116609036,69.20555121258924,80.35093969780091,2.443671557772132,0.8554525711999657,1.1961106136419029,1,1,0,1,0,3,1
16,11,Male,Hispanic,3,<HS,Public,Suburban,73.41239800001327,79.28134061695181,81.47122706910109,2.676960085031161,0.8699631092270325,1.016108159127244,1,0,0,0,0,1,2
16,11,Male,Hispanic,3,SomeCollege,Public,City,68.38200271906481,59.480413563367605,59.125703855385055,2.455394542313609,0.8337828021220203,0.4767369000667572,1,1,0,0,0,4,2
18,12,Female,White,2,HS,Public,Town,81.33398133029188,70.27960463796309,80.69675553586649,3.3105341616669817,0.8965213697995812,1.3626529628926909,0,1,0,0,0,2,2
14,9,Male,White,1,<HS,Public,Suburban,72.65556811747479,71.79189609565574,76.3224180666982,3.072134518255365,0.9454391910512496,0.8560469640160872,1,0,0,0,1,2,1
15,10,Male,Hispanic,4,Bachelors+,Public,Rural,77.62604899760144,85.72958725007895,89.77672407179095,3.3093732793213158,0.936342468526132,1.0968413786531426,1,0,0,1,0,4,1
18,12,Female,White,3,Bachelors+,Public,Suburban,64.17828220946531,58.5374230294668,54.341707187934205,2.640160371320749,0.8238405663549797,0.5366218522281294,1,0,1,1,1,3,1
18,12,Female,White,1,HS,Public,City,70.75971825266117,71.73470236874014,72.22528037229962,2.460036498389456,0.8785860493962772,1.1077366087097094,1,1,0,0,0,2,2
14,9,Female,White,2,<HS,Private,City,74.51968237727047,76.85848656261159,77.21674422095032,3.475095114479135,0.9052066238059566,0.6478452877080099,0,0,0,0,0,3,1
18,12,Female,Black,3,Bachelors+,Public,City,60.29293935489904,61.83222278523839,67.99419645976428,1.8240002774455504,0.8891524766298291,0.680240747561429,0,1,1,0,1,3,3
14,9,Male,White,4,HS,Public,Suburban,49.20624604129052,59.56948131978179,63.05895276377712,2.05847719928993,0.8320068820757222,0.6746765399209088,1,0,0,0,0,1,4
15,10,Male,White,4,HS,Private,Town,82.69417015801609,73.21964923226723,67.71404059028823,3.1491914400269607,0.9347809201523825,0.8125024558490348,1,0,0,0,0,4,1
14,9,Female,White,1,HS,Public,Suburban,64.12042037718219,70.752006370156,59.62851753447045,2.6427707436884638,0.8333038523545229,0.6125334840954354,1,1,1,1,0,3,2
17,12,Male,Hispanic,4,SomeCollege,Public,City,73.48029139939553,71.00693124576938,77.73608774165999,2.615417586668054,0.8791318041687438,0.8050698604657225,1,1,0,0,0,4,2
15,10,Female,Black,2,<HS,Private,Suburban,59.223850165338646,60.20662279899918,67.277761643307,2.8846555491023045,0.8284561863808015,1.1589766112821764,1,0,0,0,0,2,1
18,12,Male,White,1,<HS,Public,Suburban,73.36704324120478,64.63547395752231,67.57589077957363,2.769497514661099,0.8707002208049078,0.6470509264504507,0,1,1,0,1,3,4
16,11,Male,White,4,Bachelors+,Public,Suburban,83.8228404446921,82.94422933195199,82.1918061100775,3.220524589475669,0.9653068329572942,1.1717757557724888,1,1,0,1,0,3,3
18,12,Male,Asian,2,HS,Public,Suburban,74.00790263425053,82.63387727344104,71.7719037105407,3.090954821053114,0.9029453312489084,1.0252866797184217,1,1,0,0,1,2,2
17,12,Female,Black,3,HS,Public,City,77.98042388102333,73.45355051300831,80.94282274276051,3.007645256531441,0.9184623886229626,0.8415331430652201,1,0,0,1,0,1,3
18,12,Male,Black,1,<HS,Public,Rural,78.96907311940856,73.6713883167873,73.23284089885843,3.2207887302532088,0.9176382129027892,0.8225564957065458,0,1,0,0,0,2,1
15,10,Female,Hispanic,4,HS,Public,Suburban,61.12081821685819,74.54060563445054,73.79229512420939,3.049076466755523,0.8652919038365507,1.004607400315058,1,0,1,0,0,2,2
14,9,Female,Asian,3,HS,Public,City,75.76501351802425,77.17189345558778,75.96572995733449,3.262409276947223,0.8902611180941079,1.2491320379225137,1,1,0,1,0,2,3
15,10,Male,White,3,Bachelors+,Public,Suburban,95.46651536549224,94.51264781128246,99.41369727750894,3.592257534061537,1.0,1.5592270953880605,1,0,0,0,0,2,3
14,9,Female,White,3,HS,Public,Rural,74.2060633928873,69.65977293657451,68.19356557723937,2.865236569976963,0.8892196262070157,1.1325666187337835,1,0,0,1,1,1,2
14,9,Female,Hispanic,1,HS,Public,Suburban,65.05168789981047,67.69800921776545,74.51553025491503,2.711479548747837,0.8598168180477855,0.8054857045993322,0,0,1,0,0,3,2
14,9,Female,White,2,HS,Public,Suburban,62.7096410413808,69.98435457807567,75.78888284352038,2.640827114546415,0.8261835919700379,1.3177647919930144,1,0,0,0,0,1,3
17,12,Male,White,1,SomeCollege,Public,City,56.06331831962712,64.27104178159738,70.80837309341935,2.7021090281435627,0.8132404313448804,0.6091155245488339,0,1,1,0,0,3,2
16,11,Female,Asian,3,Bachelors+,Public,Suburban,65.69456333228246,52.03602303217254,66.43628374292791,2.7279946687414403,0.8241340762162056,0.418954202891267,1,0,0,0,0,3,1
16,11,Male,White,3,HS,Public,City,75.07693219867527,60.30150913650967,73.95601097405898,2.512986920588712,0.9006234717889915,0.8597628581362877,1,0,1,1,0,4,1
15,10,Female,White,4,Bachelors+,Public,Suburban,90.86679368692612,72.71593310763845,88.3013548366795,3.656308532891873,0.928562276354486,1.0661012644282497,1,1,0,1,0,2,2
16,11,Male,Hispanic,4,HS,Public,Suburban,76.78778962739857,80.34308457613243,82.28660320485783,3.5198413910909374,0.913133911506966,1.8404045804705067,1,1,0,0,0,3,4
16,11,Male,Hispanic,2,Bachelors+,Public,Town,62.03896310404054,61.10510558955647,64.74913375447531,2.3038134088660205,0.8452904776295931,0.6355894292984013,1,0,1,0,0,3,2
16,11,Female,Black,2,Bachelors+,Public,Suburban,80.45353102303267,87.50393775828239,91.52699739328168,3.1618105081682706,0.9146156314335436,1.378991270818801,1,1,0,1,0,3,3
17,12,Female,Hispanic,4,SomeCollege,Private,City,82.5694889126859,96.51392391019364,91.96204932093887,3.4980825285897645,0.9973850052343528,1.2302407897368806,1,0,0,1,1,3,3
17,12,Male,White,2,HS,Public,Suburban,69.78175738510521,74.45719907430808,70.52081135103401,2.772424801506997,0.8884461148060225,1.3248811867518686,1,0,0,0,0,3,1
17,12,Female,White,3,HS,Public,City,74.93211879664948,81.55654957540523,71.65024883541868,2.426084324153826,0.8863918760352134,1.2579861367458416,1,1,1,0,0,4,3
14,9,Female,White,4,Bachelors+,Private,Rural,79.95346216522351,70.02006046070404,76.35011973370582,3.348461265363205,0.9265906249731484,0.835585336014764,1,0,0,1,0,1,3
15,10,Female,Black,2,SomeCollege,Public,City,71.7340654185723,60.9607292225325,62.09474419740212,2.131066216162256,0.8617240449370676,0.6283943299166551,1,1,0,1,0,4,3
18,12,Male,White,1,SomeCollege,Public,City,83.76644481842324,69.77522934833308,74.9634350966991,2.902004400101595,0.8923591927644292,0.7288058281643238,1,0,0,0,0,2,1
18,12,Female,Hispanic,1,HS,Public,City,80.9737763079104,83.12614904585148,94.18486281589504,3.299227161264481,0.9587594487905718,1.0129699480110783,1,1,0,1,1,3,2
17,12,Female,White,1,HS,Public,Suburban,49.96516311647724,58.72397779812691,62.4170544994148,1.8885093837572977,0.7905808382022924,0.7058281746211563,0,1,0,0,0,3,4
16,11,Male,White,2,HS,Public,Suburban,77.79390466127518,80.82653935718446,74.04937954121212,3.293040966411342,0.9135757391778372,1.0158457216873675,1,0,0,0,1,2,2
14,9,Female,Hispanic,4,SomeCollege,Public,Suburban,77.84960820183557,70.30415280072545,87.75380697050927,2.989300034771655,0.8865827797354042,0.9924187392361208,1,1,0,0,0,3,2
18,12,Male,White,4,Bachelors+,Public,City,86.64353965078863,86.09985025914337,85.76270085329676,3.43510264998281,0.9769897115732672,1.83662691768476,1,0,1,1,0,4,2
15,10,Male,White,4,Bachelors+,Public,Suburban,64.6643987383596,61.91616055622615,71.67609961006748,2.9508421048539124,0.88618935141937,0.0517423838805063,1,1,0,1,0,3,1
16,11,Male,Hispanic,2,SomeCollege,Public,City,67.67022673820134,64.35727613516782,72.66116628209221,2.587288562862616,0.8517450951375786,0.7487550449660896,1,1,0,0,0,3,2
15,10,Male,Hispanic,1,SomeCollege,Public,Suburban,90.2551863621962,86.1307143381902,85.2858388711443,4.0,0.9354447790103324,1.674290044048457,0,0,1,1,0,1,3
17,12,Female,Black,3,<HS,Public,Rural,93.7834236022601,84.35035552214114,91.9496740560588,3.945808560536696,0.986248601445759,0.8779690947560944,1,0,0,1,0,2,2
18,12,Female,White,4,<HS,Public,Suburban,72.02557751421985,73.33923704837946,64.41670736921974,2.370204378865221,0.8964177638508509,1.2669988871154618,1,0,0,0,0,4,2
17,12,Female,White,2,HS,Public,Town,71.00036995781835,82.62448457553974,78.74517911037486,3.396396798489532,0.930314241032009,1.287975457205883,1,1,0,0,0,4,2
18,12,Male,White,4,HS,Public,City,93.14012234062112,99.91494724873374,86.9970935953919,3.967444320407656,0.9989957679004648,1.3170671734456638,1,1,1,0,1,1,3
